,text,lang,id,created_at,author_id
50,"HEY DEV, TAKE THIS SURVEY &amp; WIN $1000
https://t.co/RLKrSgjmK0

#BigData #Analytics #DataScience #instagramdown  #Python #room419  #TensorFlow #JavaScript #ReactJS #GoLang #BreakingNews #btc #cryptocurrecy #Linux #Programming #Coding #100DaysofCode #doggy #sabinus 
#30thOfJune https://t.co/bJ57HE5VrV",en,1541502499881979909,2022-06-27T19:23:30.000Z,822467311361818625
51,"Guaranteed A's in:
#Essays
Exams
Sociology
Thesis
English
Assignment
Homework due
stats
Term paper
PHYSICS
Chemistry
Project
History 
Onlineclass
Biology
Psychology

#AI
#WomenWhoCode
#100DaysOfCode
#javascript
#coding
#Analytics
#programming #DataScience
#Python
#Serverless https://t.co/tUvRxtg4Lo",en,1541502475903066116,2022-06-27T19:23:24.000Z,1372460665609322498
52,"HEY DEV, TAKE THIS SURVEY &amp; WIN $1000
https://t.co/RLKrSgjmK0

#BigData #Analytics #DataScience #instagramdown  #Python #room419  #TensorFlow #JavaScript #ReactJS #GoLang #BreakingNews #btc #cryptocurrecy #Linux #Programming #Coding #100DaysofCode #doggy #sabinus 
#30thOfJune https://t.co/71ryiTolkW",en,1541502437131010052,2022-06-27T19:23:15.000Z,822467311361818625
53,"Python Programming for Beginners: The #1 Python Programming Crash Course for Beginners to Learn Python Coding Well &amp; Fast

#introductory #ulsi #beginning #superconductivity #python #programming #vlsi #100daysofcode
https://t.co/TZb3kp93kZ",en,1541502406223183872,2022-06-27T19:23:08.000Z,1528856711725031425
54,"HEY DEV, TAKE THIS SURVEY &amp; WIN $1000
https://t.co/RLKrSgjmK0

#BigData #Analytics #DataScience #instagramdown  #Python #room419  #TensorFlow #JavaScript #ReactJS #GoLang #BreakingNews #btc #cryptocurrecy #Linux #Programming #Coding #100DaysofCode #doggy #sabinus 
#30thOfJune https://t.co/EU0DmXRoiS",en,1541502377466945536,2022-06-27T19:23:01.000Z,822467311361818625
55,"HEY DEV, TAKE THIS SURVEY &amp; WIN $1000
https://t.co/RLKrSgjmK0

#BigData #Analytics #DataScience #instagramdown  #Python #room419  #TensorFlow #JavaScript #ReactJS #GoLang #BreakingNews #btc #cryptocurrecy #Linux #Programming #Coding #100DaysofCode #doggy #sabinus 
#30thOfJune https://t.co/qmyjz0XxeG",en,1541502301965352964,2022-06-27T19:22:43.000Z,822467311361818625
56,"HEY DEV, TAKE THIS SURVEY &amp; WIN $1000
https://t.co/RLKrSgjmK0

#BigData #Analytics #DataScience #instagramdown  #Python #room419  #TensorFlow #JavaScript #ReactJS #GoLang #BreakingNews #btc #cryptocurrecy #Linux #Programming #Coding #100DaysofCode #doggy #sabinus 
#30thOfJune https://t.co/GnLO9lIY7P",en,1541502232834842626,2022-06-27T19:22:26.000Z,822467311361818625
57,"We're proficient in:-
~Exams
~finance
~Anatomy
~Chemistry
~Physics
~coding
~Maths
~Bio
~Powerpoint
~Assignment
~Homework
~Sociology
~Accounting
~Essay due
~Essay pay
~Economics
#100DaysOfCode
#WomenWhoCode
#NodeJS #IoT #Python
#javascript
 DM @Gregory_essays",en,1541502218075078658,2022-06-27T19:22:23.000Z,1520097689895120899
58,"HEY DEV, TAKE THIS SURVEY &amp; WIN $1000
https://t.co/RLKrSgjmK0

#BigData #Analytics #DataScience #instagramdown  #Python #room419  #TensorFlow #JavaScript #ReactJS #GoLang #BreakingNews #btc #cryptocurrecy #Linux #Programming #Coding #100DaysofCode #doggy #sabinus 
#30thOfJune https://t.co/9A4CvWaCwa",en,1541502155160518656,2022-06-27T19:22:08.000Z,822467311361818625
59,"HEY DEV, TAKE THIS SURVEY &amp; WIN $1000
https://t.co/RLKrSgjmK0

#BigData #Analytics #DataScience #instagramdown  #Python #room419  #TensorFlow #JavaScript #ReactJS #GoLang #BreakingNews #btc #cryptocurrecy #Linux #Programming #Coding #100DaysofCode #doggy #sabinus 
#30thOfJune https://t.co/9Am665dg3t",en,1541502092132638720,2022-06-27T19:21:53.000Z,822467311361818625
60,"We're proficient in:-
~Exams
~finance
~Anatomy
~Chemistry
~Physics
~coding
~Maths
~Bio
~Powerpoint
~Assignment
~Homework
~Sociology
~Accounting
~Essay due
~Essay pay
~Economics
#100DaysOfCode
#WomenWhoCode
#NodeJS #IoT #Python
#javascript
 DM @GriffWriters",en,1541502088236212225,2022-06-27T19:21:52.000Z,1521923584687542279
61,"HEY DEV, TAKE THIS SURVEY &amp; WIN $1000
https://t.co/RLKrSgjmK0

#BigData #Analytics #DataScience #instagramdown  #Python #room419  #TensorFlow #JavaScript #ReactJS #GoLang #BreakingNews #btc #cryptocurrecy #Linux #Programming #Coding #100DaysofCode #doggy #sabinus 
#30thOfJune https://t.co/w28RZtszit",en,1541502022024929281,2022-06-27T19:21:36.000Z,822467311361818625
62,"HEY DEV, TAKE THIS SURVEY &amp; WIN $1000
https://t.co/RLKrSgjmK0

#BigData #Analytics #DataScience #instagramdown  #Python #room419  #TensorFlow #JavaScript #ReactJS #GoLang #BreakingNews #btc #cryptocurrecy #Linux #Programming #Coding #100DaysofCode #doggy #sabinus 
#30thOfJune https://t.co/AzNFM0BpGW",en,1541501955046096898,2022-06-27T19:21:20.000Z,822467311361818625
63,"HEY DEV, TAKE THIS SURVEY &amp; WIN $1000
https://t.co/RLKrSgjmK0

#BigData #Analytics #DataScience #instagramdown  #Python #room419  #TensorFlow #JavaScript #ReactJS #GoLang #BreakingNews #btc #cryptocurrecy #Linux #Programming #Coding #100DaysofCode #doggy #sabinus 
#30thOfJune https://t.co/ImoLZJ2XZz",en,1541501896657084419,2022-06-27T19:21:06.000Z,822467311361818625
64,"Develop a developers mindset...

https://t.co/ALWzN8GXKQ

#ReactJS #javascript #100daysofcodechallenge #100DaysOfCode #Angular #programming #Web3 #Webdesign   #developers #expressjs #software #coding  #codinglife #developer #SoftwareEngineer #webdeveloper #php #Python https://t.co/qyCWaQ7Wqk",en,1541501839190941696,2022-06-27T19:20:52.000Z,1499880568183574534
65,"HEY DEV, TAKE THIS SURVEY &amp; WIN $1000
https://t.co/RLKrSgjmK0

#BigData #Analytics #DataScience #instagramdown  #Python #room419  #TensorFlow #JavaScript #ReactJS #GoLang #BreakingNews #btc #cryptocurrecy #Linux #Programming #Coding #100DaysofCode #doggy #sabinus 
#30thOfJune https://t.co/3yCmqQBzIU",en,1541501838234718208,2022-06-27T19:20:52.000Z,822467311361818625
66,"HEY DEV, TAKE THIS SURVEY &amp; WIN $1000
https://t.co/RLKrSgjmK0

#BigData #Analytics #DataScience #instagramdown  #Python #room419  #TensorFlow #JavaScript #ReactJS #GoLang #BreakingNews #btc #cryptocurrecy #Linux #Programming #Coding #100DaysofCode #doggy #sabinus 
#30thOfJune https://t.co/Yojlcvi51v",en,1541501766117752836,2022-06-27T19:20:35.000Z,822467311361818625
67,"HEY DEV, TAKE THIS SURVEY &amp; WIN $1000
https://t.co/RLKrSgjmK0

#BigData #Analytics #DataScience #instagramdown  #Python #room419  #TensorFlow #JavaScript #ReactJS #GoLang #BreakingNews #btc #cryptocurrecy #Linux #Programming #Coding #100DaysofCode #doggy #sabinus 
#30thOfJune https://t.co/qIs2zdbuB6",en,1541501702242705409,2022-06-27T19:20:20.000Z,822467311361818625
68,"HEY DEV, TAKE THIS SURVEY &amp; WIN $1000
https://t.co/RLKrSgjmK0

#BigData #Analytics #DataScience #instagramdown  #Python #room419  #TensorFlow #JavaScript #ReactJS #GoLang #BreakingNews #btc #cryptocurrecy #Linux #Programming #Coding #100DaysofCode #doggy #sabinus 
#30thOfJune https://t.co/wbBAt6je18",en,1541501629882671104,2022-06-27T19:20:02.000Z,822467311361818625
69,"At LISA HUB your Hacking solutions are
achieved. #womenintech 
#Russia #hacking
#MachineLearning #loT #lloT #PyTorch
#Python #Stats #TensorFlow #Java
#JavaScript #ReactS #CloudComputing
#Serverless #DataScientist #Linux #aliabhatt
#100DaysOfCode #Bitcoin",en,1541501478191435776,2022-06-27T19:19:26.000Z,1207315480161193984
70,"The Easy Way To Learn Programming Fundamentals With #Python. #BigData #Analytics #DataScience #IoT #IIoT #RStats #TensorFlow #Java #JavaScript #ReactJS #GoLang #CloudComputing #Serverless #DataScientist #Linux #Books #Programming #Coding #100DaysofCode 
https://t.co/DMEMiERtJI https://t.co/VvVGSwMJPn",en,1541501378706739201,2022-06-27T19:19:03.000Z,4263007693
71,"HEY DEV, TAKE THIS SURVEY &amp; WIN $1000
https://t.co/RLKrSgjmK0

#BigData #Analytics #DataScience #instagramdown  #ASUU #Python #room419  #TensorFlow #JavaScript #ReactJS #GoLang #BreakingNews #btc #cryptocurrecy #Linux #Programming #Coding #100DaysofCode #doggy #sabinus https://t.co/SHzb8cOtpu",en,1541501297987305473,2022-06-27T19:18:43.000Z,822467311361818625
72,"#Infographic: Skills for #DataScience
Via @ingliguori
#ArtificialIntelligence #AI #ML #MachineLearning #DataScientists #innovation #CodeNewbies #Tech #deeplearning #CyberSecurity #nocode #Python #Coding  #javascript #rstats #100DaysOfCode #programming #SQL #MLOps https://t.co/nv6M3ua3IW",en,1541501217570013192,2022-06-27T19:18:24.000Z,836510570
73,"Google Ads y Facebook Ads desde cero
👇
https://t.co/fOE5dZGFBp

#creativecoding #coding #css #React #Javascript   #blender3d #python #Java #100DaysOfCode #gamedev #openSource #dataScience #CloudComputing #animation #cinema4d #ads #googleads #marketing
https://t.co/CQQkYhaCEI",es,1541501048166178816,2022-06-27T19:17:44.000Z,1541201301010251776
74,"Big curated list of awesome #Python frameworks, libraries, software and resources: https://t.co/thLP8dVYIp by @VintaChen
======
#BigData #DataScience #DataScientists #AI #MachineLearning #Coding #100DaysOfCode #DeepLearning #Algorithms #NLProc #ComputerVision #RecSys #DataViz",en,1541500925944242176,2022-06-27T19:17:15.000Z,534563976
75,Till proceeding with my #javascript #100daysofcode is not easy but am not relenting…. We must get through it #codenewbie #WomenWhoCode #python #programming #webdevelopmrnt #Html #css #Frontend #fullstack #webdev #machineLearning #DeepLearning #artificialintellegence #developer https://t.co/CohT8bicOu,en,1541500586310385664,2022-06-27T19:15:54.000Z,2501954146
76,"Day 38 - #100DaysOfCode 
Completed - Building Exercise Tracking Project with Python and Google Sheets. Feeling:👍
#Python #programming #100daysofpython",en,1541500488629338129,2022-06-27T19:15:30.000Z,772116809017331712
77,"#FEATURED #COURSES
Complete #Python #Developer in 2022: Zero to Mastery
How to become a #Python3 Developer and get hired
Build 12+ projects
learn #Web #Development
#Machine #Learning + more
https://t.co/vRkg9EK8Sw
#CodeNewbies #100DaysOfCode #webdevelopment #WomenWhoCode #online https://t.co/XXxWmlNFLf",en,1541500417120649220,2022-06-27T19:15:13.000Z,134434122
78,"2D Animation in After Effects from scratch
👇
https://t.co/UT9LUBXK52

#creativecoding #coding #css #React #Javascript #AfterEffects #blender3d #python #Java #100DaysOfCode #gamedev #openSource #dataScience #CloudComputing #animation #cinema4d https://t.co/W6ptdVJCMU",en,1541500042648948742,2022-06-27T19:13:44.000Z,1541201301010251776
79,"#100DaysOfCode Day:19
XLWings tutorial
#Python",en,1541499569548279811,2022-06-27T19:11:51.000Z,17193744
80,"Function for numerical differentiation #Python 
#pythonlearning #DataAnalytics #Python3 #databases #MachineLearning #DataScience #AI #databases #Deeplearning #BigData #Analytics #DataScientist #Programming #Coding #100DaysofCode #Data #pythoncode #interview #JobSearch https://t.co/D7pBs7thN2",en,1541499507208093696,2022-06-27T19:11:36.000Z,2588345408
81,"Day 43 of #100DaysofPython.  Started on Data Structures in #Python. Strings, working with strings, accesing strings. 

#100DaysOfCode #PythonLearning #100daysofcodechallenge",en,1541499465684615168,2022-06-27T19:11:26.000Z,2532332662
82,"Pascal’s Triangle in #Python

#pythonlearning #DataAnalytics #Python3 #databases #MachineLearning #DataScience #AI #databases #Deeplearning #BigData #Analytics #DataScientist #Programming #Coding #100DaysofCode #Data #pythoncode #interview #JobSearch #ArtificialIntelligence https://t.co/r70GvIAALw",en,1541499428971761664,2022-06-27T19:11:18.000Z,2588345408
83,"Pascal’s Triangle Using the Binomial Coefficient in #Python
#pythonlearning #DataAnalytics #Python3 #databases #MachineLearning #DataScience #AI #databases #Deeplearning #BigData #Analytics #DataScientist #Programming #Coding #100DaysofCode #Data #pythoncode #interview #JobSearch https://t.co/JWdwYD1u8D",en,1541499330204274688,2022-06-27T19:10:54.000Z,2588345408
84,"Print Pascal’s Triangle by Computing the Power of 11 in #Python

#pythonlearning #DataAnalytics #Python3 #databases #MachineLearning #DataScience #AI #databases #Deeplearning #BigData #Analytics #DataScientist #Programming #100DaysofCode #Data #pythoncode #interview #JobSearch https://t.co/iFiIsn2EyO",en,1541499205482532864,2022-06-27T19:10:24.000Z,2588345408
85,"""The important thing is not to stop questioning. Curiosity has its own reason for existing.""- Albert Einstein #softwareengineer #javascript #python #C++ #golang #nodejs #reactjs #stockopertor #highgrowthstocks $SPX $QQQ $RUT $VIX #canslim #100DaysOfCode",en,1541499145537601537,2022-06-27T19:10:10.000Z,1243665419501744133
86,"The #DataScience Lifecycle! 📶

#Python #pythonlearning #DataAnalytics #Python3 #databases #MachineLearning #AI #databases #Deeplearning #BigData #Analytics #DataScientist #Programming #Coding #100DaysofCode #Data #pythoncode #interview #JobSearch #ArtificialIntelligence https://t.co/4mkjHDlphY",en,1541499112146620422,2022-06-27T19:10:02.000Z,2588345408
87,"Mark Zuckerberg s'intéresse plus au métavers qu'à la lutte contre la désinformation
https://t.co/ErhCmY1AIr

#cryptocurrencies #MachineLearning #AI #Python #DeepLearning #100DaysOfCode #fintech #nocode #bitcoin #cybersecurity #cybersecurite #metaverse #NFTs #web3 https://t.co/U65NAmwQMz",fr,1541499111643430915,2022-06-27T19:10:02.000Z,1273173749492219905
88,"Les sénateurs communistes veulent l’abrogation de la loi sur la sécurité globale
https://t.co/96J5lcqzOn

#cryptocurrencies #MachineLearning #AI #Python #DeepLearning #100DaysOfCode #fintech #nocode #bitcoin #cybersecurity #cybersecurite #metaverse #NFTs #web3 https://t.co/smDOn0gRIi",fr,1541499111517609987,2022-06-27T19:10:02.000Z,1273173749492219905
89,"Harris Corner Detector With scikit-image

#Python #pythonlearning #DataAnalytics #Python3 #databases #MachineLearning #DataScience #AI #databases #Deeplearning #BigData #Analytics #DataScientist #Programming #Coding #100DaysofCode #Data #pythoncode #interview #JobSearch https://t.co/e3Ee76ypTJ",en,1541498985826766848,2022-06-27T19:09:32.000Z,2588345408
90,"#MachineLearning Learning Curve

#Python #pythonlearning #DataAnalytics #Python3 #databases #DataScience #AI #databases #Deeplearning #BigData #Analytics #DataScientist #Programming #Coding #100DaysofCode #Data #pythoncode #interview #JobSearch #ArtificialIntelligence https://t.co/9o07VGGCeG",en,1541498912942354432,2022-06-27T19:09:15.000Z,2588345408
91,"#MachineLearning Model

#Python #pythonlearning #DataAnalytics #Python3 #databases #DataScience #AI #databases #Deeplearning #BigData #Analytics #DataScientist #Programming #Coding #100DaysofCode #Data #pythoncode #interview #JobSearch #ArtificialIntelligence https://t.co/FfadRcWI01",ca,1541498809997348864,2022-06-27T19:08:50.000Z,2588345408
92,Frontend vs Backend #MachineLearning #DataScience #SQL #Cybersecurity #BigData #Analytics #AI #IIoT #Python #RStats #TensorFlow #JavaScript #ReactJS #CloudComputing #Serverless #DataScientist #Linux #Programming #Coding #100DaysofCode #NodeJS #golang #NLP #GitHub  #100DaysOfCode https://t.co/fiuDWi22j7,en,1541498757959020544,2022-06-27T19:08:38.000Z,1488943006560710656
93,"Handling Missing Data in #MachineLearning

#Python #pythonlearning #DataAnalytics #Python3 #databases #DataScience #AI #databases #Deeplearning #BigData #Analytics #DataScientist #Programming #Coding #100DaysofCode #Data #pythoncode #interview #JobSearch #ArtificialIntelligence https://t.co/yXFQ4xaWSP",en,1541498676752723968,2022-06-27T19:08:18.000Z,2588345408
94,"#DataScience Landscape

#Python #pythonlearning #DataAnalytics #Python3 #databases #MachineLearning #AI #databases #Deeplearning #BigData #Analytics #DataScientist #Programming #Coding #100DaysofCode #Data #pythoncode #interview #JobSearch #ArtificialIntelligence #100DaysOfMLCode https://t.co/5U1jKjBdke",en,1541498565255516160,2022-06-27T19:07:52.000Z,2588345408
95,"SENTENCIAS DE CONTROL permiten modificar el flujo de ejecución de las instrucciones de un programa.
Day 16 of #100DaysOfCode #CodeNewbie #webdesign #frontenddeveloper #frontenddevelopment #javascript #python  #webdevelopment #webdeveloper #happycoding #programming #coding https://t.co/GExd5g1Jey",es,1541498405528244224,2022-06-27T19:07:14.000Z,1455383442590294017
96,Day 39 - 46 Slow progress. Started data visualisation and I am enjoying it. Hoping the project will be a fun one! #100DaysOfCode #DataAnalyst #Python #Pandas,en,1541497669331390467,2022-06-27T19:04:18.000Z,824218434
97,"#weed #beuh #shit🔥dispo 
🍃Snap👻diablo_verte
📞Télégram:https://t.co/JXaAMGUVRc
#AIEthics #MachineLearning #Python #DeepLearning #IoT #100DaysOfCode #fintech #Muret #Armentières #LesUlis #Laon #CormeillesenParisis #PetitBourg #Libourne #SaintOuenlAumône #Rodez #Eysines https://t.co/Fx4Vceal5a",fr,1541497486933692416,2022-06-27T19:03:35.000Z,1541401522407456771
98,"Setting up and Using a Python Virtual Environment
{ by @dev_neil_a } from @hashnode

#python #pythonbeginner #100daysofcode #linux #vscode https://t.co/XPmCNjjN8F",en,1541496995319320584,2022-06-27T19:01:37.000Z,1453438585672290309
99,"Day 99.3 | #100DaysOfCode

Today was spent doing more testing in #Python with pytest and publishing a blog post. I'll be looking to finish that tomorrow and move onto CI / CD on Wednesday.

At that point, that will be the end of 100 days of code and I'll move onto something else.",en,1541496992957874177,2022-06-27T19:01:37.000Z,1453438585672290309
